# Reconstruction of anomalies of the Last Glacial Maximum (ca 21000 years ago) made by combining pollen based reconstructions and average PMIP3 outputs under a variational data assimilation technique.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Variables are given as:,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# lat - grid cell centre latitude,,,,,,,,,,,,,
# lon - grid cell centre longitude,,,,,,,,,,,,,
# MI - moisture index,,,,,,,,,,,,,
# MAP - mean annual precipitation (mm),,,,,,,,,,,,,
# MAT - mean annual temperature (degrees C),,,,,,,,,,,,,
# MTCO - mean temperature of the coldest month (degrees C),,,,,,,,,,,,,
# MTWA - mean temperature of the warmest month (degrees C),,,,,,,,,,,,,
# GDD5 - growing degree days above 5 degrees C (days degrees C),,,,,,,,,,,,,
# MI SD - moisture index standard deviation,,,,,,,,,,,,,
# MAP SD - mean annual precipitation standard deviation (mm),,,,,,,,,,,,,
# MAT SD - mean annual temperature standard deviation (degrees C),,,,,,,,,,,,,
# MTCO SD - mean temperature of the coldest month standard deviation (degrees C),,,,,,,,,,,,,
# MTWA SD - mean temperature of the warmest month standard deviation (degrees C),,,,,,,,,,,,,
# GDD5 SD - growing degree days above 5 degrees C standard deviation (days degrees C).,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# NaN values represent situations where a reconstruction isn't given.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
 lat, lon, MI, MAP, MAT, MTCO, MTWA, GDD5, MI SD, MAP SD, MAT_SD, MTCO SD, MTWA SD, GDD5 SD
49,43,  nan,-4.349,-12.164269,-19.2896,-6.9184,-1395.49,  nan,60.3125,1.01891,1.56597,1.26019,160.648
51,43,  nan,-49.438,-12.527635,-19.4581,-6.4401,-1262.587,  nan,63.2946,1.15116,1.66638,1.39043,179.597
53,43,  nan,-112.932,-12.188791,-19.1408,-5.3162,-1071.349,  nan,61.7917,1.17315,1.65752,1.3614,116.054
55,43,-0.095493,-159.484,-11.894405,-19.1832,-4.1974,-899.151,0.12852,57.7788,1.09928,1.62572,1.23322,106.592
57,43,-0.262547,-200.65,-11.588527,-19.0334,-3.1957,-769.103,0.117645,50.9402,1.01242,1.59613,1.12315,99.1137
59,43,-0.486074,-253.748,-11.493789,-18.7503,-2.2151,-610.434,0.126323,48.2402,1.07557,1.69428,1.23632,108.887
61,43,-0.6539,-275.878,-12.435149,-19.3997,-2.3576,-537.505,0.152158,54.7248,1.3768,2.0519,1.67666,145.251
63,43,-0.754677,-283.962,-14.077523,-20.2808,-3.2818,-574.426,0.193753,61.3351,1.78569,2.40332,2.45386,203.503
65,43,-0.744668,-265.63,-15.872415,-21.0796,-4.53221,  nan,0.237975,64.5677,2.09326,2.62011,3.20098,  nan
-25,45,  nan,  nan,-3.476436,-3.7124,-3.2495,-1268.9,  nan,  nan,0.977238,1.24516,1.16254,356.692
-23,45,  nan,  nan,-3.917889,-3.9539,-3.8222,-1430.04,  nan,  nan,0.947268,1.08993,1.26091,345.753
-21,45,  nan,  nan,-3.696741,-3.5559,-3.7901,-1349.3,  nan,  nan,0.756927,0.768415,1.15015,276.278
-19,45,  nan,  nan,-3.69826,-3.7431,-3.5789,-1349.87,  nan,  nan,0.699043,0.581794,1.00301,255.151
-17,45,  nan,  nan,-3.469321,-3.601,-3.2625,-1266.29,  nan,  nan,0.779019,0.771132,1.0769,284.342
3,45,-0.056687,  nan,-3.440677,-3.4851,-3.0653,-1255.86,0.052899,  nan,1.05536,1.31274,1.21285,385.208
5,45,-0.039176,  nan,-3.993877,  nan,-3.7491,-1457.78,0.023109,  nan,1.13166,  nan,1.39373,413.054
7,45,-0.028632,  nan,-4.005382,  nan,  nan,-1461.97,0.033581,  nan,1.11256,  nan,  nan,406.083
9,45,-0.028856,  nan,  nan,  nan,-4.048,  nan,0.023949,  nan,  nan,  nan,1.33492,  nan
15,45,-0.000155,  nan,  nan,  nan,  nan,  nan,0.118297,  nan,  nan,  nan,  nan,  nan
17,45,-0.017236,  nan,  nan,  nan,  nan,  nan,0.030635,  nan,  nan,  nan,  nan,  nan
19,45,-0.030427,  nan,  nan,  nan,  nan,  nan,0.00557,  nan,  nan,  nan,  nan,  nan
21,45,-0.031116,  nan,  nan,  nan,  nan,  nan,0.002939,  nan,  nan,  nan,  nan,  nan
23,45,-0.027149,  nan,  nan,  nan,  nan,  nan,0.005345,  nan,  nan,  nan,  nan,  nan
25,45,-0.024606,-58.552,-6.854473,-6.77302,-6.6759,-2501.89,0.009088,72.1192,1.24647,1.37524,1.48763,454.963
27,45,-0.026952,-63.2,-7.228775,-7.19924,-7.0809,-2632.32,0.008982,67.7372,1.17664,1.27791,1.47021,396.426
29,45,-0.033699,-68.0639,-7.734604,-7.93424,-7.5568,-2764.37,0.004777,64.6257,1.12121,1.22516,1.44624,345.428
31,45,-0.041762,-75.6516,-8.222318,-8.69296,-8.0388,-2913.98,0.001818,56.154,1.11184,1.19183,1.49657,345.612
33,45,-0.04892,-90.9727,-8.832511,-9.560238,-8.5523,-3000.94,0.00784,58.0963,1.06077,1.13121,1.43672,310.059
35,45,-0.031435,-101.561,-8.97501,-10.25376,-8.6361,-2201.47,0.032525,66.1058,0.921637,1.01185,1.25949,223.149
37,45,0.025679,-77.53,-9.320672,-11.8072,-8.1439,-1865.25,0.053083,64.7101,0.840248,1.08003,1.09664,170.392
39,45,-0.03503,-88.922,-8.772553,-11.793,-6.7669,-926.241,0.031564,56.6294,0.812854,1.14969,1.05387,89.3639
41,45,-0.043381,-111.961,-7.653185,-10.66669,-5.0524,-1541.93,0.054196,53.9434,0.679893,0.981499,0.901759,147.749
43,45,0.01006,-114.157,-7.288693,-10.4253,-4.8062,-1155.64,0.101297,63.1591,0.659119,0.923491,0.912037,113.064
45,45,  nan,3.733,-8.435476,-13.0934,-5.1281,-1242.32,  nan,64.8671,0.76206,1.01726,1.05168,133.111
47,45,  nan,29.637,-10.284769,-16.9382,-5.7414,-1278.88,  nan,68.3929,0.962926,1.46896,1.20226,155.321
49,45,  nan,5.026,-11.400252,-18.447,-6.083,-1280.89,  nan,63.3937,1.09512,1.69071,1.31528,169.647
51,45,  nan,-36.181,-11.711711,-18.277,-5.7737,-1227.17,  nan,64.9201,1.19053,1.71489,1.39599,183.568
53,45,  nan,-100.037,-11.334877,-17.8783,-4.7043,-1004.717,  nan,64.3075,1.20759,1.69475,1.38757,189.589
55,45,-0.117858,-154.791,-11.004538,-17.8701,-3.5906,-862.762,0.129279,60.4017,1.16019,1.68756,1.29963,112.682
57,45,-0.245435,-190.661,-10.752138,-17.7867,-2.7222,-727.454,0.137566,55.7005,1.12743,1.70576,1.26751,112.333
59,45,-0.471495,-242.69,-10.763069,-17.6727,-1.9379,-580.511,0.136311,51.3057,1.19191,1.78857,1.38507,122.545
61,45,-0.692381,-276.663,-11.57944,-18.3667,-1.9671,-502.105,0.141805,53.9819,1.42797,2.06587,1.71125,150.587
63,45,-0.789533,-281.015,-12.954733,-19.3306,-2.5173,-497.021,0.195375,63.3177,1.76131,2.36142,2.2498,192.626
65,45,-0.757711,-252.717,-14.463885,-20.2748,-3.2487,  nan,0.252535,66.8804,2.14725,2.70914,2.91957,  nan
-23,47,  nan,  nan,-3.575834,-3.7053,-3.5219,-1305.19,  nan,  nan,0.851032,0.969782,1.13626,310.627
-21,47,  nan,  nan,-3.99721,-3.89702,-4.0234,-1458.97,  nan,  nan,0.77779,0.657589,1.20612,283.893
-19,47,  nan,  nan,-3.978362,-3.8439,-3.9489,-1452.12,  nan,  nan,0.671139,0.227232,1.15386,244.966
-17,47,  nan,  nan,-3.80903,-3.6991,-3.5103,-1390.28,  nan,  nan,0.737662,0.598803,1.02826,269.246
5,47,-0.047989,  nan,-3.409492,  nan,  nan,-1244.47,0.010173,  nan,1.11718,  nan,  nan,407.771
7,47,-0.043421,  nan,  nan,  nan,  nan,  nan,0.007877,  nan,  nan,  nan,  nan,  nan
9,47,-0.012019,  nan,  nan,  nan,  nan,  nan,0.014468,  nan,  nan,  nan,  nan,  nan
15,47,-0.029465,  nan,  nan,  nan,  nan,  nan,0.030775,  nan,  nan,  nan,  nan,  nan
17,47,-0.025767,  nan,  nan,  nan,  nan,  nan,0.00885,  nan,  nan,  nan,  nan,  nan
19,47,-0.027881,  nan,  nan,  nan,-4.7578,  nan,0.002205,  nan,  nan,  nan,1.60002,  nan
21,47,-0.02395,  nan,  nan,  nan,  nan,  nan,0.001932,  nan,  nan,  nan,  nan,  nan
23,47,-0.023125,  nan,  nan,  nan,  nan,  nan,0.004064,  nan,  nan,  nan,  nan,  nan
25,47,-0.02324,-50.8661,-6.633778,-6.74015,-6.3272,-2421.34,0.006283,74.946,1.25336,1.41036,1.50597,457.475
27,47,-0.029287,-59.5779,-6.947314,-7.18623,-6.6639,-2535.79,0.005307,70.5361,1.17833,1.28863,1.49981,430.09
29,47,-0.039095,-72.109,-7.369911,-7.79851,-7.1505,-2655.97,0.003797,64.4403,1.15763,1.20999,1.5643,391.979
31,47,-0.057737,-98.5819,-7.954,-8.32673,-7.9455,-2862.08,0.005021,65.7704,1.12974,1.14677,1.55932,384.074
33,47,-0.045221,-123.858,-8.52482,-9.35698,-8.571,-2144.22,0.032688,66.3314,0.996289,1.09399,1.35255,237.249
35,47,-0.016094,-119.813,-9.736275,-11.5069,-9.3818,-1787.455,0.044957,66.8964,0.970274,1.16766,1.29203,173.818
37,47,0.000578,-90.322,-9.243876,-11.506,-8.1765,-1739.97,0.049061,70.5576,0.961073,1.21805,1.30747,168.621
39,47,-0.024309,-112.888,-7.834482,-10.56186,-6.0428,-1558.73,0.066754,64.5043,0.86422,1.15078,1.17633,192.079
41,47,-0.001292,-121.94,-6.980821,-10.0823,-4.6028,-652.366,0.105296,61.1259,0.77876,1.04211,1.07682,90.1901
43,47,  nan,-86.714,-7.182008,-11.1081,-4.0271,-1235.6,  nan,65.4462,0.792695,1.08956,1.0709,158.686
45,47,  nan,23.97,-8.445862,-14.1832,-4.2375,-1168.54,  nan,70.0438,0.946799,1.36068,1.19071,156.957
47,47,  nan,42.572,-9.969711,-17.6235,-4.5984,-1148.75,  nan,72.7242,1.14045,1.84374,1.34548,174.62
49,47,  nan,8.056,-10.803845,-17.9677,-5.3037,-1152.96,  nan,64.6312,1.17539,1.86262,1.35976,176.752
51,47,  nan,-28.497,-10.998164,-17.3906,-5.1058,-1088.46,  nan,66.2691,1.22004,1.7822,1.37769,185.184
53,47,  nan,-84.416,-10.626744,-16.8008,-4.2379,-938.32,  nan,64.353,1.21285,1.70526,1.36245,190.291
55,47,-0.089154,-133.959,-10.299252,-16.6778,-3.2926,-814.294,0.12994,61.7928,1.17891,1.69429,1.30866,189.945
57,47,-0.231922,-175.014,-10.11671,-16.7124,-2.4396,-701.035,0.142083,59.8738,1.1779,1.74642,1.31606,117.436
59,47,-0.38476,-211.086,-10.264956,-16.7606,-1.9154,-584.372,0.159089,58.1439,1.25702,1.84976,1.44117,128.761
61,47,-0.593152,-245.487,-10.946203,-17.3661,-1.8428,-504.4,0.163802,59.9556,1.45054,2.07774,1.70235,151.707
63,47,-0.717695,-255.015,-12.080753,-18.2039,-2.2271,-456.74,0.209562,66.2651,1.68708,2.29768,2.08606,181.966
65,47,-0.728841,-242.959,-13.587925,-19.3329,-2.7978,  nan,0.285277,68.1603,2.01826,2.6073,2.59527,  nan
-17,49,0.243408,  nan,-3.594075,-3.577,-3.5184,-1311.83,0.08067,  nan,0.760073,0.735246,1.04172,277.427
-15,49,  nan,  nan,-3.283455,-3.1365,-3.2103,-1198.48,  nan,  nan,0.821507,0.966222,1.06453,299.85
-13,49,  nan,  nan,-2.763005,-2.6303,-2.8534,-1008.5,  nan,  nan,0.865648,1.00221,1.04336,315.961
7,49,-0.052002,  nan,  nan,  nan,  nan,  nan,0.002463,  nan,  nan,  nan,  nan,  nan
9,49,-0.012334,  nan,  nan,  nan,  nan,  nan,0.013585,  nan,  nan,  nan,  nan,  nan
11,49,-0.002416,  nan,  nan,  nan,  nan,  nan,0.002367,  nan,  nan,  nan,  nan,  nan
15,49,-0.042924,  nan,  nan,  nan,  nan,  nan,0.013405,  nan,  nan,  nan,  nan,  nan
17,49,-0.027561,  nan,  nan,  nan,-4.0623,  nan,0.00567,  nan,  nan,  nan,1.81565,  nan
19,49,-0.019362,  nan,  nan,  nan,  nan,  nan,0.000953,  nan,  nan,  nan,  nan,  nan
21,49,-0.017982,  nan,  nan,  nan,  nan,  nan,0.00099,  nan,  nan,  nan,  nan,  nan
23,49,-0.01736,  nan,  nan,  nan,  nan,  nan,0.001656,  nan,  nan,  nan,  nan,  nan
25,49,-0.023407,-46.3813,-6.29864,-6.95141,-5.5736,-2298.99,0.003006,74.6034,1.29973,1.44407,1.64454,474.401
27,49,-0.03214,-60.4817,-6.526853,-7.558,-5.5462,-2382.29,0.003488,69.3295,1.31163,1.20206,1.94532,478.745
31,49,-0.070833,-120.733,-7.699707,-8.021,-7.8765,-2791.15,0.012212,77.7861,1.14455,1.10687,1.6146,390.363
33,49,-0.067063,-153.929,-8.651379,-9.6977,-8.8499,-1708.72,0.039272,83.083,1.08456,1.19181,1.44747,196.998
35,49,-0.0502,-129.154,-9.635407,-10.9986,-9.5006,-2161.39,0.036127,76.7779,1.16553,1.33263,1.56716,271.584
37,49,-0.035358,-139.785,-8.106,-10.13535,-7.1052,-1944.09,0.094016,77.7052,1.01963,1.23949,1.42577,234.89
39,49,-0.040842,-114.981,-7.030301,-9.64425,-5.131,-1621.73,0.080769,66.864,0.938812,1.1264,1.31358,220.504
41,49,-0.034574,-68.996,-6.91194,-9.73211,-4.317,-1377.65,0.046502,76.2537,0.934387,1.16485,1.22284,216.116
43,49,  nan,-14.355,-7.465114,-11.4907,-3.9847,-1244,  nan,68.4636,1.01568,1.3328,1.16076,193.338
45,49,  nan,26.417,-8.628093,-13.7704,-4.4189,-1252.56,  nan,67.6556,1.14037,1.52074,1.32203,191.488
47,49,  nan,38.836,-9.597552,-17.0357,-4.1408,-1102.81,  nan,70.2751,1.26116,1.99845,1.44202,193.601
49,49,  nan,8.203,-10.305639,-17.6853,-4.562,-1039.72,  nan,66.1143,1.27716,2.09184,1.41789,186.222
51,49,  nan,-28.337,-10.327908,-16.4742,-4.5483,-965.91,  nan,66.8743,1.23609,1.82493,1.35673,185.104
53,49,  nan,-71.324,-10.051833,-15.9515,-3.8375,-880.36,  nan,65.5836,1.19581,1.72087,1.30657,185.214
55,49,-0.077807,-119.915,-9.725383,-15.6844,-3.0721,-760.986,0.127015,62.859,1.15094,1.67652,1.24652,184.228
57,49,-0.216868,-164.967,-9.554688,-15.7452,-2.2153,-682.315,0.148775,61.8757,1.18414,1.74741,1.31621,195.257
59,49,-0.34299,-195.116,-9.817017,-15.9411,-1.8835,-574.453,0.1787,61.7641,1.29085,1.88753,1.46122,131.716
61,49,-0.52729,-223.71,-10.418873,-16.4533,-1.8155,-503.542,0.182963,62.6549,1.46418,2.08482,1.68185,151.804
63,49,-0.640142,-232.633,-11.417319,-17.205,-2.0942,-435.294,0.218853,65.4269,1.64739,2.2498,1.97359,175.099
65,49,-0.729914,-232.711,-12.731073,-18.2308,-2.5251,  nan,0.269524,66.4765,1.91604,2.46603,2.3847,  nan
17,51,-0.025341,  nan,  nan,  nan,  nan,  nan,0.008455,  nan,  nan,  nan,  nan,  nan
19,51,-0.011928,  nan,  nan,  nan,  nan,  nan,0.001047,  nan,  nan,  nan,  nan,  nan
21,51,-0.014706,  nan,  nan,  nan,  nan,  nan,0.000553,  nan,  nan,  nan,  nan,  nan
23,51,-0.015652,  nan,  nan,  nan,  nan,  nan,0.001201,  nan,  nan,  nan,  nan,  nan
25,51,-0.022493,-43.8145,-5.812559,  nan,-4.2816,-2121.6,0.001941,70.6957,1.41567,  nan,2.0401,516.721
29,51,-0.073204,-126.7876,-6.529805,-7.44883,-6.0833,-2383.36,0.010456,86.5693,1.40812,1.08211,2.27641,513.963
31,51,-0.084352,-148.259,-7.799,-8.17819,-8.1867,-1712.37,0.02221,92.7499,1.25504,1.29607,1.66165,229.954
33,51,-0.074831,-122.4736,-8.797933,-9.49013,-9.2126,-2057.4,0.011718,84.9477,1.29734,1.44021,1.71437,304.738
35,51,-0.058475,-119.138,-8.431747,-9.29635,-8.545,-2441.51,0.029149,77.3083,1.19986,1.31983,1.66415,311.772
37,51,-0.005341,-147.238,-7.075347,-9.02108,-5.8091,-2028.85,0.100092,81.251,1.12379,1.28425,1.54834,298.974
39,51,-0.025026,-92.621,-6.637297,-9.34103,-4.4489,-1539.16,0.094858,91.7159,1.1459,1.28524,1.52724,275.084
41,51,  nan,-20.949,-6.787939,-10.3088,-3.9481,-1298.08,  nan,69.5476,1.1584,1.40088,1.48624,267.781
43,51,  nan,10.647,-7.240946,-11.3014,-3.955,-1197.68,  nan,63.1032,1.15519,1.52096,1.33646,217.261
45,51,  nan,19.145,-8.179999,-13.0831,-4.3177,-1193.26,  nan,63.8628,1.18468,1.64388,1.32586,190.048
47,51,  nan,25.525,-9.009444,-15.6,-4.2199,-1097.67,  nan,68.7826,1.22667,1.961,1.37186,183.465
49,51,  nan,-0.356,-9.731695,-16.8375,-4.0879,-988.74,  nan,66.8678,1.34468,2.20431,1.4819,195.579
51,51,  nan,-39.339,-9.616366,-15.36,-4.0811,-904.66,  nan,66.3406,1.22269,1.80633,1.31761,182.422
53,51,0.04127,-77.82,-9.375618,-14.8828,-3.4604,-798.34,0.132884,64.7362,1.14127,1.66166,1.22609,176.357
55,51,-0.084456,-120.818,-9.136163,-14.7249,-2.793,-710.832,0.132238,61.8655,1.08019,1.60837,1.16475,172.884
57,51,-0.219393,-157.465,-9.062225,-14.8183,-2.127,-650.388,0.145886,62.3903,1.14094,1.69617,1.26474,141.633
59,51,-0.373045,-195.796,-9.441202,-15.18,-1.9364,-560.745,0.165216,61.141,1.29132,1.88055,1.45388,131.804
61,51,-0.528262,-215.923,-10.015258,-15.6327,-1.9156,-485.112,0.1726,61.9805,1.45642,2.05933,1.65583,150.822
63,51,-0.601832,-216.317,-10.908112,-16.2708,-2.1559,-429.899,0.204637,63.0037,1.60358,2.19236,1.88619,169.533
65,51,-0.650465,-211.476,-11.984001,-17.0767,-2.4479,-390.224,0.250062,63.7412,1.83412,2.37002,2.22139,191.89
67,51,  nan,-181.732,-13.565566,-18.4572,-2.6922,  nan,  nan,65.3362,1.95293,2.35009,2.85367,  nan
17,53,-0.021604,  nan,  nan,  nan,  nan,  nan,0.006198,  nan,  nan,  nan,  nan,  nan
19,53,-0.008715,  nan,  nan,  nan,  nan,  nan,0.00095,  nan,  nan,  nan,  nan,  nan
21,53,-0.012937,  nan,  nan,  nan,  nan,  nan,0.000475,  nan,  nan,  nan,  nan,  nan
23,53,-0.015332,  nan,  nan,  nan,  nan,  nan,0.001311,  nan,  nan,  nan,  nan,  nan
29,53,-0.053791,-114.73,-6.939422,-7.07499,-7.0746,-2011.61,0.022927,88.9555,1.33291,1.38001,1.67063,310.92
31,53,-0.063794,-108.9548,-7.749377,-7.90544,-8.3989,-2270.91,0.009336,87.5987,1.34635,1.42797,1.76881,351.717
33,53,-0.054589,-81.5068,-7.801103,-8.07089,-8.4641,-2276.65,0.002086,76.5171,1.28746,1.41499,1.75765,335.419
35,53,-0.05059,-85.612,-7.320851,-7.84921,-7.543,-2113.57,0.013806,75.9823,1.19138,1.28703,1.69376,343.453
37,53,-0.053056,-119.801,-6.557859,-8.32238,-5.33,-1924.42,0.07507,88.1505,1.20308,1.32336,1.64064,347.958
39,53,-0.035103,-58.453,-6.411049,-8.82037,-4.5595,-1582.52,0.025162,82.8543,1.23458,1.39902,1.61688,292.859
41,53,  nan,-5.0602,-6.497469,-9.61396,-4.0523,-1291.78,  nan,63.666,1.19578,1.44971,1.50996,272.085
43,53,  nan,9.484,-6.959822,-10.5815,-4.4176,-1174.2,  nan,64.9771,1.12723,1.51635,1.39598,242.197
45,53,  nan,16.022,-7.587538,-12.3003,-4.2446,-1113.48,  nan,64.607,1.1837,1.69599,1.44481,217.948
47,53,  nan,12.402,-8.519821,-14.3812,-4.2683,-1055.33,  nan,66.8998,1.29889,1.99636,1.51151,201.62
49,53,  nan,-13.986,-8.933201,-14.888,-4.0094,-933.03,  nan,67.8591,1.28459,2.02373,1.40233,188.161
51,53,  nan,-48.327,-8.939929,-14.1222,-3.727,-848.12,  nan,66.0443,1.19042,1.73424,1.29177,179.758
53,53,-0.015153,-89.301,-8.738573,-13.7582,-3.1833,-734.03,0.113033,61.1855,1.05403,1.56064,1.12925,163.066
55,53,-0.079012,-113.291,-8.614784,-13.773,-2.6464,-676.526,0.125836,57.7059,0.957104,1.50297,1.01998,151.478
57,53,-0.192392,-142.085,-8.71136,-14.0503,-2.1832,-646.566,0.133169,59.0688,1.06717,1.631,1.16789,174.965
59,53,-0.277845,-166.759,-9.146283,-14.4516,-2.0944,-544.466,0.185289,63.9113,1.26064,1.83665,1.40981,128.547
61,53,-0.351183,-174.55,-9.70802,-14.8587,-2.1317,-488.053,0.226643,68.6327,1.42889,2.01828,1.61049,147.388
63,53,-0.452575,-184.233,-10.486704,-15.4234,-2.2645,-416.148,0.242882,65.6337,1.53861,2.12001,1.77386,160.407
65,53,-0.50273,-176.87,-11.412625,-16.1285,-2.4137,-382.653,0.265107,64.9389,1.72331,2.2583,2.02319,176.702
67,53,  nan,-164.258,-12.760149,-17.1802,-2.6885,-343.445,  nan,62.8375,1.82275,2.25283,2.54132,152.236
19,55,-0.011136,  nan,  nan,  nan,  nan,  nan,0.001389,  nan,  nan,  nan,  nan,  nan
21,55,-0.012107,  nan,  nan,  nan,  nan,  nan,0.001056,  nan,  nan,  nan,  nan,  nan
23,55,-0.012391,  nan,  nan,  nan,  nan,  nan,0.002473,  nan,  nan,  nan,  nan,  nan
27,55,-0.032699,-66.535,-5.285363,  nan,-4.2226,-1929.15,0.012389,76.1586,1.34444,  nan,2.0002,490.719
29,55,-0.015996,-55.582,-7.105905,-7.0756,-7.4259,-2188.78,0.026122,110.542,1.45227,1.54393,1.81629,414.277
31,55,-0.042092,-69.5068,-7.162511,-6.94153,-7.999,-2211.01,0.005342,81.1918,1.33089,1.38626,1.79456,383.028
33,55,-0.051018,-73.53467,-6.918986,-6.777086,-7.7694,-2174.05,0.0007,74.0467,1.25449,1.31115,1.76746,362.924
35,55,-0.053291,-76.9863,-6.739889,-6.96756,-7.2007,-2059.85,0.005406,74.7481,1.22034,1.27737,1.73518,353.838
37,55,-0.062895,-85.7502,-6.520857,-7.72625,-6.129,-1419.44,0.015952,82.8593,1.21978,1.36346,1.68263,287.742
39,55,  nan,-49.323,-6.382199,-8.18579,-5.3485,-1498.19,  nan,77.2102,1.19002,1.39111,1.59263,276.824
41,55,  nan,-14.769,-6.371251,-8.80703,-4.8482,-1314.72,  nan,70.1112,1.14132,1.37958,1.50635,260.115
43,55,  nan,6.053,-6.752279,-9.944,-4.7893,-1143.82,  nan,66.6846,1.13147,1.46952,1.51564,219.984
45,55,  nan,7.899,-7.315482,-11.5512,-4.4846,-1085.83,  nan,65.8259,1.2085,1.65465,1.57309,203.741
47,55,  nan,-2.163,-7.99859,-13.2467,-4.2023,-978.67,  nan,68.3189,1.30991,1.97873,1.57154,207.191
49,55,  nan,-28.626,-8.31032,-13.1138,-4.0507,-866.29,  nan,68.7889,1.25501,1.82317,1.4063,191.03
51,55,  nan,-58.588,-8.376881,-12.9361,-3.574,-779.22,  nan,66.1771,1.15214,1.63711,1.25235,176.458
53,55,-0.065434,-101.184,-8.216072,-12.7511,-3.0388,-705.07,0.099413,58.8414,0.959904,1.4504,1.01792,148.43
55,55,-0.109538,-117.846,-8.231384,-12.9959,-2.5871,-661.735,0.112666,53.0721,0.801097,1.38006,0.82558,121.765
57,55,-0.20011,-146.641,-8.519516,-13.5096,-2.4245,-599.41,0.137682,54.0494,0.979806,1.5615,1.04413,94.7574
59,55,-0.264029,-163.393,-9.006894,-13.9222,-2.4057,-576.317,0.181111,61.2243,1.21901,1.77618,1.35287,123.948
61,55,-0.320967,-169.544,-9.537012,-14.2728,-2.488,-478.377,0.233781,66.0663,1.38559,1.95938,1.53964,141.965
63,55,-0.450631,-184.163,-10.193273,-14.7209,-2.5133,-422.982,0.238818,60.5408,1.45785,2.0313,1.64873,150.181
65,55,-0.457468,-166.636,-10.931159,-15.241,-2.5037,-380.408,0.265736,62.4161,1.59158,2.13541,1.80189,159.958
67,55,-0.532758,-154.317,-11.994001,-16.1542,-2.2879,-295.903,0.266989,59.1827,1.65502,2.10627,2.23642,134.165
19,57,-0.020125,  nan,  nan,  nan,  nan,  nan,0.002808,  nan,  nan,  nan,  nan,  nan
21,57,-0.012589,  nan,  nan,  nan,  nan,  nan,0.002356,  nan,  nan,  nan,  nan,  nan
23,57,-0.016933,  nan,  nan,  nan,  nan,  nan,0.017059,  nan,  nan,  nan,  nan,  nan
27,57,-0.030831,  nan,  nan,  nan,  nan,  nan,0.00814,  nan,  nan,  nan,  nan,  nan
29,57,0.003926,-29.909,-6.602351,  nan,-7.026,-1827.2,0.033851,124.648,1.43502,  nan,1.85147,334.589
31,57,-0.028551,-55.4737,-6.540767,-6.06602,-7.4388,-2366.72,0.008658,79.8663,1.31931,1.32826,1.81934,447.298
33,57,-0.044885,-67.4026,-6.413874,-6.105777,-7.2761,-2013.52,0.00427,77.7079,1.26987,1.28157,1.79268,369.63
35,57,-0.041302,-67.3081,-6.412355,-6.49632,-7.0244,-1892.94,0.012649,81.4309,1.25307,1.30267,1.76543,361.799
37,57,-0.033851,-71.02,-6.48212,-7.3307,-6.5569,-1304.65,0.032083,84.4266,1.27386,1.38345,1.75925,264.033
39,57,  nan,-37.83,-6.34057,-7.65891,-5.835,-1556.94,  nan,74.1053,1.20724,1.37931,1.67285,277.963
41,57,  nan,-8.82,-6.313191,-8.25958,-5.2477,-1333.44,  nan,69.7806,1.17108,1.34333,1.59749,270.369
43,57,  nan,4.472,-6.661615,-9.4932,-5.0294,-1172.48,  nan,68.8465,1.18218,1.41777,1.67443,242.919
45,57,  nan,2.529,-7.181186,-11.029,-4.7335,-1079.83,  nan,69.5639,1.23895,1.5757,1.73787,222.242
47,57,  nan,-10.667,-7.649329,-11.9324,-4.4721,-956.98,  nan,71.9038,1.2823,1.79295,1.57409,210.226
49,57,  nan,-37.031,-7.918395,-12.0434,-4.043,-808.89,  nan,69.5872,1.25928,1.73704,1.41868,194.902
51,57,  nan,-66.372,-7.989158,-12.0189,-3.559,-745.96,  nan,66.4211,1.1369,1.56717,1.23177,176.494
53,57,  nan,-111.886,-7.807781,-11.9096,-2.9969,-665.799,  nan,57.3632,0.910719,1.3751,0.961703,107.806
55,57,-0.167539,-133.857,-7.898011,-12.2463,-2.6008,-648.111,0.093721,47.8419,0.67882,1.26812,0.688677,75.9378
57,57,-0.198748,-146.172,-8.402926,-13.0332,-2.6827,-597.049,0.133892,51.8112,0.924444,1.49713,0.981434,89.1906
59,57,-0.262867,-166.161,-8.969953,-13.4919,-2.8641,-526.02,0.180457,57.4672,1.17673,1.71084,1.29452,119.418
61,57,-0.341795,-179.1,-9.460851,-13.781,-2.9749,-458.822,0.217599,59.6818,1.33471,1.88577,1.46276,135.793
63,57,-0.387174,-176.988,-9.933068,-14.0051,-2.8677,-380.82,0.255886,57.3296,1.3648,1.92817,1.51842,139.393
65,57,-0.547316,-181.725,-10.414045,-14.2782,-2.7148,-370.774,0.240296,55.5071,1.4171,1.95725,1.57376,141.841
67,57,-0.412722,-132.183,-11.221884,-15.0968,-2.0578,-264.147,0.266273,56.3369,1.47725,1.94902,1.92502,115.897
27,59,-0.025559,  nan,  nan,  nan,  nan,  nan,0.006607,  nan,  nan,  nan,  nan,  nan
