# Reconstruction of anomalies of the Last Glacial Maximum (ca 21000 years ago) made by combining pollen based reconstructions and average PMIP3 outputs under a variational data assimilation technique.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Variables are given as:,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# lat - grid cell centre latitude,,,,,,,,,,,,,
# lon - grid cell centre longitude,,,,,,,,,,,,,
# MI - moisture index,,,,,,,,,,,,,
# MAP - mean annual precipitation (mm),,,,,,,,,,,,,
# MAT - mean annual temperature (degrees C),,,,,,,,,,,,,
# MTCO - mean temperature of the coldest month (degrees C),,,,,,,,,,,,,
# MTWA - mean temperature of the warmest month (degrees C),,,,,,,,,,,,,
# GDD5 - growing degree days above 5 degrees C (days degrees C),,,,,,,,,,,,,
# MI SD - moisture index standard deviation,,,,,,,,,,,,,
# MAP SD - mean annual precipitation standard deviation (mm),,,,,,,,,,,,,
# MAT SD - mean annual temperature standard deviation (degrees C),,,,,,,,,,,,,
# MTCO SD - mean temperature of the coldest month standard deviation (degrees C),,,,,,,,,,,,,
# MTWA SD - mean temperature of the warmest month standard deviation (degrees C),,,,,,,,,,,,,
# GDD5 SD - growing degree days above 5 degrees C standard deviation (days degrees C).,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# NaN values represent situations where a reconstruction isn't given.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
 lat, lon, MI, MAP, MAT, MTCO, MTWA, GDD5, MI SD, MAP SD, MAT_SD, MTCO SD, MTWA SD, GDD5 SD
45,5,-0.513344,-522.221,-12.25219,-17.8601,-7.42194,-830.6801,0.07986,44.6466,0.712999,0.832422,0.978098,30.321
47,5,-0.715025,-561.406,-12.218297,-17.9017,-7.2103,-1466.971,0.058381,51.9985,0.855875,0.950337,1.27028,110.58
49,5,-0.736703,-577.623,-12.163992,-17.9931,-6.8503,-1528.007,0.123337,70.3449,1.0682,1.09212,1.69034,144.834
51,5,-0.713293,-503.551,-13.527568,-21.015,-6.8705,-1594.421,0.124109,74.3368,1.4041,1.47254,2.24227,189.451
5,7,  nan,  nan,-4.241734,-4.2018,-4.2159,-1548.24,  nan,  nan,1.003,1.27299,1.09554,366.096
7,7,  nan,  nan,-4.647944,-4.4197,-4.7333,-1696.51,  nan,  nan,0.99979,1.25423,1.12693,364.923
9,7,  nan,  nan,-4.986988,-4.5291,-5.0706,-1820.27,  nan,  nan,1.06935,1.31102,1.20721,390.313
11,7,  nan,  nan,-5.175629,-5.593,-5.0596,-1889.11,  nan,  nan,1.08164,1.30604,1.18577,394.797
13,7,-0.054463,  nan,-5.348418,-5.6209,-5.1627,-1952.18,0.067065,  nan,1.10421,1.30976,1.30568,403.038
15,7,-0.050702,  nan,-5.551193,-5.4989,-5.4742,-2026.2,0.022408,  nan,1.11276,1.27269,1.28691,406.158
17,7,-0.033457,  nan,-5.77744,-5.3999,-5.7687,-2108.75,0.005165,  nan,1.16281,1.25665,1.359,424.424
19,7,-0.023297,  nan,-6.005805,-5.3639,-6.1055,-2192.12,0.000148,  nan,1.23077,1.27001,1.61568,449.229
21,7,  nan,  nan,-6.18937,  nan,  nan,-2259.13,  nan,  nan,1.2675,  nan,  nan,462.639
23,7,  nan,  nan,-6.835262,  nan,  nan,-2494.86,  nan,  nan,1.3806,  nan,  nan,503.919
25,7,  nan,  nan,-7.209095,  nan,  nan,-2631.31,  nan,  nan,1.36844,  nan,  nan,499.482
27,7,  nan,-16.2,-7.422468,-6.71963,  nan,-2709.21,  nan,64.6315,1.31118,1.32046,  nan,478.582
29,7,  nan,-21.5,-7.716696,-7.26531,-7.8188,-2799.07,  nan,62.5425,1.2928,1.29573,1.8834,438.739
31,7,  nan,-32.6,-8.259047,-8.38796,-8.0318,-2906.54,  nan,62.1497,1.3015,1.30811,1.91794,409.601
33,7,  nan,-68.7,-8.732033,-9.52951,-8.11,-3016.07,  nan,64.4167,1.22056,1.23544,1.81812,383.393
35,7,-0.036593,-129.036,-10.030264,-11.45523,-8.492,-2151.61,0.035011,67.2877,1.19407,1.20993,1.65972,223.425
45,7,-0.310098,-496.596,-12.154163,-16.8981,-7.6124,-1945.012,0.098994,50.6246,0.723741,0.799247,0.961481,135.699
47,7,-0.571089,-567.119,-12.338101,-17.6643,-7.43511,-1413.197,0.124683,56.1359,0.829749,0.937256,1.20917,105.375
49,7,-0.968301,-631.454,-12.223015,-17.7977,-6.8496,-1635.803,0.049801,74.2584,1.06772,1.07766,1.66525,172.861
51,7,-0.782992,-534.866,-13.445058,-20.5753,-6.81877,-1300.166,0.13615,75.8726,1.39112,1.44918,2.17128,183.788
53,7,-0.78081,-497.458,-15.334312,-24.2507,-7.1188,-1507.382,0.138957,94.9053,1.79247,1.86628,2.88081,243.499
5,9,  nan,  nan,-4.387311,-4.3983,-4.2713,-1601.36,  nan,  nan,1.00655,1.27227,1.08561,367.391
7,9,  nan,  nan,-4.722171,-5.2925,-4.7455,-1723.58,  nan,  nan,1.04928,1.37732,1.23934,382.987
9,9,  nan,  nan,-5.128352,-5.6527,-5.1684,-1871.84,  nan,  nan,1.07266,1.43225,1.24517,391.52
11,9,  nan,  nan,-5.351264,-5.6982,-5.1887,-1953.21,  nan,  nan,1.03302,1.27764,1.15323,377.054
13,9,-0.062513,  nan,-5.551658,-5.8603,-5.3315,-2026.34,0.05632,  nan,1.03949,1.26205,1.23855,379.413
15,9,-0.047971,  nan,-5.73126,-5.6651,-5.6405,-2091.91,0.015729,  nan,1.05268,1.23994,1.23695,384.227
17,9,-0.02729,  nan,-5.966804,-5.5524,-5.9261,-2177.89,0.004276,  nan,1.15479,1.28311,1.34664,421.499
19,9,-0.01876,  nan,-6.156423,-5.5186,-6.2581,-2247.09,0.003563,  nan,1.25506,1.33857,1.62951,458.096
21,9,  nan,  nan,-6.214992,-5.46603,-6.2485,-2268.48,  nan,  nan,1.27066,1.29825,1.63821,463.792
23,9,  nan,  nan,-6.706651,  nan,  nan,-2447.93,  nan,  nan,1.33604,  nan,  nan,487.653
25,9,-0.02873,  nan,-7.054003,  nan,  nan,-2435.6,0.00293,  nan,1.34905,  nan,  nan,420.909
27,9,  nan,  nan,-7.317355,-6.79482,  nan,-2670.85,  nan,  nan,1.30464,1.3289,  nan,476.193
29,9,  nan,-30.3,-7.640563,-7.44854,-7.4585,-2674.8,  nan,63.8592,1.27659,1.30789,1.72469,399.94
31,9,  nan,-50.1,-8.092475,-8.55465,-7.6526,-2813.25,  nan,64.8994,1.26781,1.30106,1.84668,397.555
33,9,  nan,-107.5,-8.592737,-10.157915,-7.7665,-2832.67,  nan,63.4984,1.23039,1.28334,1.8087,357.707
35,9,-0.071997,-159.263,-9.730892,-12.21187,-7.4882,-3030.51,0.028731,72.3417,1.20004,1.27273,1.65827,286.5
37,9,-0.076496,-248.543,-9.800567,-12.65167,-7.605,-2991.22,0.08613,79.1809,1.07164,1.13304,1.50966,260.693
41,9,-0.185008,-306.014,-10.950647,-14.86133,-7.476,-2629.34,0.053498,53.8657,0.865673,0.869029,1.31356,173.83
45,9,-0.2286,-424.404,-12.068452,-15.8885,-7.6959,-2034.18,0.092922,49.4705,0.781795,0.743004,1.17153,155.012
47,9,-0.139042,-552.285,-12.66341,-17.8051,-7.74533,-447.4,0.233931,64.4598,0.886671,1.00405,1.15536,0
49,9,-1.127,-645.2981,-12.417164,-17.8422,-7.02229,-1322.642,0.013247,80.235,1.10276,1.09681,1.71686,147.481
51,9,-0.831378,-534.399,-13.784688,-20.6976,-7.18517,-1374.792,0.103994,78.7291,1.43059,1.47333,2.20724,187.337
53,9,-0.540853,-433.685,-16.149522,-24.4745,-8.51084,-1553.318,0.174933,92.3877,1.84842,1.90226,2.98455,252.594
-1,11,  nan,  nan,-3.977259,  nan,  nan,-1451.71,  nan,  nan,1.01644,  nan,  nan,371.001
1,11,  nan,  nan,-4.018747,-4.052,-3.8232,-1466.85,  nan,  nan,0.999978,1.24909,1.04751,364.992
3,11,  nan,  nan,-4.188716,-4.2796,-4.3014,-1528.88,  nan,  nan,1.00942,1.268,1.07346,368.439
5,11,  nan,  nan,-4.639588,-4.6638,-4.6742,-1693.47,  nan,  nan,1.0215,1.28339,1.14275,372.846
7,11,  nan,  nan,-5.16114,-5.4847,-4.9641,-1883.82,  nan,  nan,1.05243,1.43562,1.20841,384.137
9,11,  nan,  nan,-5.191573,-5.722,-4.9699,-1894.91,  nan,  nan,0.998552,1.38889,1.20547,364.471
11,11,  nan,  nan,-5.343651,-5.6731,-5.0752,-1950.44,  nan,  nan,0.915928,1.17896,1.06363,334.314
13,11,-0.0738,  nan,-5.684362,-5.9817,-5.4338,-2074.8,0.030569,  nan,0.944262,1.18567,1.13846,344.656
15,11,-0.042079,  nan,-5.875485,-5.7618,-5.7341,-2144.55,0.008381,  nan,1.03202,1.19783,1.22846,376.688
17,11,-0.02776,  nan,-6.023088,-5.6145,-6.1563,-2198.42,0.001788,  nan,1.14276,1.2529,1.49451,417.108
19,11,  nan,  nan,-6.128714,-5.562,-6.2111,-2237,  nan,  nan,1.22803,1.31271,1.59491,448.231
21,11,  nan,  nan,-6.175751,-5.5308,-6.1682,-2254.14,  nan,  nan,1.2537,1.28882,1.61912,457.6
23,11,  nan,  nan,-6.525259,  nan,  nan,-2381.72,  nan,  nan,1.28141,  nan,  nan,467.714
25,11,  nan,  nan,-6.833271,  nan,  nan,-2494.16,  nan,  nan,1.3049,  nan,  nan,476.287
27,11,  nan,-12.1,-7.150634,-6.80932,-6.8003,-2603.51,  nan,62.9343,1.29333,1.31508,1.69171,438.277
29,11,  nan,-37,-7.639729,-7.76494,-7.1457,-2624.19,  nan,62.1692,1.27725,1.34565,1.64897,397.733
31,11,  nan,-97.2,-7.98746,-8.83349,-7.4309,-2702.11,  nan,65.7622,1.24421,1.30686,1.77692,360.445
33,11,-0.120284,-170.97924,-8.179051,-10.5807,-6.2302,-2813.67,0.000773,65.4681,1.22732,1.21481,1.91219,361.801
43,11,-0.608676,-573.239,-12.088126,-17.3246,-7.4966,-2074.31,0.025765,62.6506,0.797002,0.848404,1.21459,158.831
45,11,-0.294062,-407.491,-12.467451,-16.8279,-7.799,-2120.137,0.075603,50.3868,0.846836,0.830516,1.25204,164.425
47,11,0.22791,-564.033,-12.899663,-18.0107,-8.005046,-188.2,0.300276,73.9828,0.961288,1.07293,1.16286,0
49,11,-1.050798,-643.467,-12.791268,-18.3377,-7.2599,-1472.984,0.046711,86.2038,1.16616,1.17051,1.80631,154.717
51,11,-0.411053,-482,-14.516706,-21.5456,-7.81985,-1510.472,0.088248,89.8184,1.48024,1.53155,2.28561,194.364
-19,13,0.004708,  nan,-4.32153,-4.56173,-4.0789,-1577.35,0.019374,  nan,1.0176,1.29304,1.13985,371.424
-17,13,-0.00472,  nan,-4.344368,-4.3809,-3.9771,-1585.68,0.044045,  nan,1.06587,1.39371,1.14081,389.041
-15,13,  nan,  nan,-3.969112,-3.9533,-3.5607,-1448.71,  nan,  nan,1.15877,1.53627,1.17223,422.951
-13,13,-0.066238,  nan,-3.619525,-3.6461,  nan,-1321.13,0.025353,  nan,1.13184,1.4894,  nan,413.12
-1,13,  nan,  nan,-4.10414,-4.2367,  nan,-1497.99,  nan,  nan,1.02998,1.33089,  nan,375.941
1,13,  nan,  nan,-4.056201,-4.0806,-3.7745,-1480.52,  nan,  nan,0.998722,1.24406,1.0737,364.534
3,13,  nan,  nan,-4.319158,-4.3641,-4.0988,-1576.51,  nan,  nan,1.00362,1.28151,1.07987,366.32
5,13,  nan,  nan,-4.751189,-4.7713,-4.6955,-1734.2,  nan,  nan,1.02984,1.28686,1.17413,375.891
7,13,  nan,  nan,-5.174504,-5.6798,-5.2401,-1888.69,  nan,  nan,1.07593,1.49119,1.22094,392.715
9,13,  nan,  nan,-5.318505,-5.8099,-5.1162,-1941.26,  nan,  nan,0.97226,1.31086,1.1814,354.875
11,13,-0.079392,  nan,-5.514047,-5.8451,-5.2115,-2012.64,0.079801,  nan,0.839107,1.10911,1.00671,306.274
13,13,-0.07044,  nan,-5.773188,-6.0403,-5.5439,-2107.2,0.027778,  nan,0.914877,1.15299,1.12795,333.93
15,13,-0.039279,  nan,-5.932664,-5.8888,-5.747,-2165.4,0.00711,  nan,1.03127,1.21326,1.23183,376.412
17,13,-0.027533,  nan,-6.076853,-5.7846,-6.1839,-2218.04,0.001494,  nan,1.14553,1.27709,1.49862,418.12
19,13,  nan,  nan,-6.16794,-5.7439,-6.2026,-2251.3,  nan,  nan,1.21801,1.30513,1.58528,444.573
21,13,  nan,  nan,-6.220496,-5.72823,-6.1435,-2270.49,  nan,  nan,1.24812,1.29206,1.60691,455.563
23,13,  nan,  nan,-6.490056,  nan,  nan,-2368.88,  nan,  nan,1.27696,  nan,  nan,466.092
25,13,  nan,  nan,-6.748378,  nan,  nan,-2463.16,  nan,  nan,1.29525,  nan,  nan,472.766
27,13,  nan,-8,-7.053448,-6.73801,-6.7362,-2574.49,  nan,61.9531,1.29434,1.27563,1.71585,472.435
29,13,  nan,-31.9,-7.512993,-7.62259,-6.9411,-2608.84,  nan,62.0634,1.27974,1.29108,1.67556,401.754
31,13,  nan,-100,-7.902512,-8.90011,-6.9994,-2725.69,  nan,65.3849,1.26715,1.28937,1.85364,397.445
43,13,-0.345598,-495.344,-12.609393,-18.2246,-7.9184,-2501.55,0.065798,57.0481,0.816924,0.884159,1.24586,161.129
47,13,0.128505,-498.098,-13.364424,-19.3792,-7.89262,-873.1,0.241186,73.8224,1.0503,1.21255,1.38866,0
49,13,-0.577535,-512.032,-13.34903,-19.0862,-7.61555,-1343.923,0.148785,76.2931,1.24124,1.25504,1.91454,163.869
51,13,-0.855754,-507.7084,-15.636024,-22.5777,-9.04361,-1614.147,0.044166,89.7472,1.57215,1.56123,2.57652,217.548
-25,15,0.011137,  nan,-4.272332,-4.9536,-3.814,-1559.42,0.003736,  nan,0.773601,1.01587,1.235,282.364
-23,15,0.012337,  nan,-4.594562,-5.003,-4.2454,-1677,0.003985,  nan,0.810975,1.12041,0.98691,296.006
-21,15,0.022336,  nan,-4.91629,-5.0822,-4.8512,-1794.46,0.018985,  nan,0.920836,1.26828,1.10574,336.105
-19,15,0.035791,  nan,-4.93389,-4.8872,-5.0151,-1800.86,0.032855,  nan,0.996017,1.33482,1.17833,363.546
-17,15,  nan,  nan,-4.678382,-4.4944,-5.1933,-1707.61,  nan,  nan,1.08901,1.43649,1.19598,397.488
-15,15,  nan,  nan,-4.367585,-4.1085,-5.2499,-1594.15,  nan,  nan,1.17091,1.53064,1.23583,427.382
-13,15,  nan,  nan,-4.157605,-3.9855,-4.3618,-1517.53,  nan,  nan,1.13423,1.47148,1.21771,413.994
-11,15,  nan,  nan,-3.833597,-3.9115,  nan,-1399.28,  nan,  nan,1.11941,1.47121,  nan,408.586
-9,15,  nan,  nan,-3.76913,  nan,  nan,-1375.72,  nan,  nan,1.10259,  nan,  nan,402.446
-7,15,  nan,  nan,  nan,-4.1566,  nan,  nan,  nan,  nan,  nan,1.49674,  nan,  nan
-5,15,  nan,  nan,-3.799164,-3.8987,  nan,-1386.69,  nan,  nan,1.05531,1.36646,  nan,385.187
-3,15,  nan,  nan,-3.869003,-3.9398,  nan,-1412.18,  nan,  nan,1.02157,1.31797,  nan,372.872
-1,15,  nan,  nan,-3.999371,-4.0861,  nan,-1459.77,  nan,  nan,1.00225,1.2889,  nan,365.821
1,15,  nan,  nan,-4.030901,-4.0468,-3.739,-1471.29,  nan,  nan,0.999318,1.23455,1.07818,364.751
3,15,  nan,  nan,-4.306944,-4.4277,-3.9642,-1572.04,  nan,  nan,1.00541,1.29565,1.08773,366.974
5,15,  nan,  nan,-4.711712,-4.7676,-4.6206,-1719.79,  nan,  nan,1.03498,1.29475,1.16556,377.769
7,15,  nan,  nan,-5.082845,  nan,-5.1155,-1855.23,  nan,  nan,1.08999,  nan,1.34397,397.845
9,15,  nan,  nan,-5.2413,-5.7309,-5.0528,-1913.07,  nan,  nan,1.04213,1.39861,1.21875,380.378
11,15,-0.072099,  nan,-5.489526,-5.8114,-5.177,-2003.68,0.078239,  nan,0.948641,1.16139,1.07267,346.254
13,15,-0.064173,  nan,-5.786834,-6.0633,-5.569,-2112.18,0.024797,  nan,0.978906,1.1898,1.18466,357.301
15,15,-0.039609,  nan,-5.906015,-5.9561,-5.6583,-2155.7,0.007273,  nan,1.06341,1.2575,1.24464,388.146
17,15,-0.029655,  nan,-6.034862,-5.9084,-6.0008,-2202.72,0.000814,  nan,1.16176,1.31471,1.30732,424.044
19,15,  nan,  nan,-6.198496,-5.9352,-6.1852,-2262.44,  nan,  nan,1.22863,1.32624,1.57216,448.449
21,15,  nan,  nan,-6.387589,-6.03654,-6.2617,-2331.45,  nan,  nan,1.2652,1.32585,1.59762,461.798
23,15,  nan,  nan,-6.499581,  nan,  nan,-2372.36,  nan,  nan,1.28362,  nan,  nan,468.52
25,15,  nan,  nan,-6.706885,  nan,  nan,-2448.03,  nan,  nan,1.29285,  nan,  nan,471.89
27,15,  nan,-10.6,-6.996388,-6.68485,-6.7149,-2535.55,  nan,61.9775,1.28665,1.2285,1.72567,438.254
29,15,  nan,-36.2,-7.389889,-7.45013,-6.7439,-2589.28,  nan,61.7609,1.29292,1.24204,1.73178,409.106
31,15,  nan,-104.7,-7.667908,-8.6547,-7.3925,-2769.18,  nan,65.7737,1.26003,1.17981,1.98481,430.185
41,15,-0.24601,-351.708,-12.07606,-17.651,-8.0509,-2327.617,0.04048,51.5125,0.842391,0.966575,1.25945,162.213
45,15,0.376118,-377.69,-13.646661,-20.5665,-8.0002,-1719.581,0.157184,59.262,0.992671,1.12414,1.48202,148.62
47,15,-0.029858,-412.198,-13.636224,-20.2507,-7.7299,-1647.044,0.15982,63.2019,1.12564,1.28371,1.59105,163.354
49,15,-0.583,-451.536,-13.840233,-19.8367,-7.79596,-1472.848,0.089727,73.5182,1.27682,1.29726,1.95145,166.753
-29,17,-0.002145,  nan,-4.303536,-4.89713,-3.952,-1570.8,0.005634,  nan,0.761162,0.947073,1.15615,277.824
-27,17,0.039687,  nan,-4.904044,-5.22713,-4.9203,-1789.97,0.020086,  nan,0.623689,0.882897,1.04265,227.647
-25,17,0.053663,  nan,-5.318171,-5.38349,-5.6521,-1941.13,0.036044,  nan,0.544885,0.91815,1.0276,198.883
-23,17,  nan,  nan,-5.405671,-5.32071,-5.7639,-1973.07,  nan,  nan,0.700118,1.08749,1.13613,255.543
-21,17,0.072685,  nan,-5.361186,-5.20843,-5.599,-1956.82,0.053649,  nan,0.886469,1.25823,1.15408,323.561
-19,17,0.043911,  nan,-4.860645,-4.7379,-4.9473,-1774.12,0.037033,  nan,0.92324,1.28851,1.09752,336.982
-17,17,  nan,  nan,-4.511652,-4.3173,-5.4416,-1646.76,  nan,  nan,0.999571,1.35739,1.1451,364.843
-15,17,  nan,  nan,-4.351129,-4.0531,-5.5747,-1588.18,  nan,  nan,1.07628,1.41886,1.23048,392.842
-13,17,  nan,  nan,-4.29216,-4.054,-4.6928,-1566.63,  nan,  nan,1.1948,1.55579,1.25577,436.102
-11,17,  nan,  nan,-4.093653,-3.8982,  nan,-1494.19,  nan,  nan,1.15671,1.50717,  nan,422.199
-9,17,-0.004859,-121.46,-3.90731,-3.9054,  nan,-1426.16,0.070978,123.23,1.07525,1.34745,  nan,392.465
-7,17,-0.038177,-187.25,-3.901792,-4.2068,  nan,-1424.16,0.100719,166.472,1.06977,1.49314,  nan,390.467
-5,17,-0.094222,-272.13,-3.652566,-3.708,  nan,-1333.18,0.089106,140.731,1.08927,1.31247,  nan,397.584
-3,17,-0.069035,-236.93,-3.77814,-3.8805,  nan,-1379.04,0.064997,104.667,1.02432,1.29139,  nan,373.878
-1,17,-0.10793,-294.17,-3.84776,-3.8859,-3.5976,-1404.44,0.083643,131.601,1.0187,1.21997,1.18697,371.827
1,17,  nan,-255.16,-4.015025,-4.0768,-3.8162,-1465.5,  nan,121.857,1.02372,1.26737,1.07526,373.659
3,17,  nan,  nan,-4.30209,-4.4044,-4.1432,-1570.25,  nan,  nan,1.03015,1.27929,1.10662,376.005
5,17,  nan,  nan,-4.637005,-4.6284,-4.5344,-1692.52,  nan,  nan,1.05723,1.24403,1.17759,385.889
7,17,  nan,  nan,-4.860308,-5.2921,-4.7866,-1774.02,  nan,  nan,1.1041,1.41307,1.35285,402.997
9,17,  nan,  nan,-5.111249,-5.5843,-4.9078,-1865.59,  nan,  nan,1.10586,1.43693,1.23758,403.637
11,17,  nan,  nan,-5.340941,-5.8137,-5.0244,-1949.45,  nan,  nan,1.05683,1.24338,1.13418,385.743
13,17,-0.070477,  nan,-5.618405,-6.0515,-5.3399,-2050.73,0.032094,  nan,1.05697,1.25942,1.21909,385.794
15,17,-0.044387,  nan,-5.724614,-5.9055,-5.4299,-2089.48,0.008415,  nan,1.10196,1.31085,1.24509,402.216
17,17,-0.033565,  nan,-5.843605,-5.8713,-5.7806,-2132.93,0.000138,  nan,1.1661,1.34439,1.29914,425.628
19,17,  nan,  nan,-6.115258,-5.9483,-6.1096,-2232.06,  nan,  nan,1.22093,1.35463,1.5683,445.638
21,17,-0.007897,  nan,-6.762084,-6.39177,-6.7115,-2263.81,0.019736,  nan,1.39971,1.46003,1.77668,404.057
23,17,  nan,  nan,-6.525008,  nan,  nan,-2381.64,  nan,  nan,1.30768,  nan,  nan,477.304
25,17,  nan,  nan,-6.699849,  nan,  nan,-2445.43,  nan,  nan,1.30405,  nan,  nan,475.977
27,17,  nan,-44.1,-7.041456,-6.73578,-6.7344,-2449.59,  nan,62.3957,1.3107,1.22905,1.73871,416.117
29,17,  nan,-54.4,-7.352288,-7.41296,-6.8181,-2654.89,  nan,61.5663,1.30247,1.20207,1.79322,414.045
31,17,-0.106947,-168.9737,-7.561421,-8.70488,-7.2659,-2759.91,0.002815,69.8908,1.3018,1.17752,2.05567,475.158
45,17,-0.394095,-517.199,-13.302214,-20.3138,-7.6099,-1885.593,0.14128,78.7859,1.01468,1.17701,1.44992,186.322
47,17,-0.687523,-504.504,-13.492035,-19.9209,-7.514,-1777.327,0.03523,81.5813,1.12711,1.20532,1.6512,171.467
49,17,-0.728527,-459.898,-14.347533,-20.9686,-7.89284,-1391.425,0.047063,76.6637,1.28856,1.34719,1.94925,165.792
-33,19,  nan,  nan,-4.330977,-4.55374,-4.2137,-1580.8,  nan,  nan,0.832919,1.10437,1.07191,304.016
-31,19,  nan,  nan,-4.714033,-4.89482,-4.6741,-1720.64,  nan,  nan,0.801755,1.04022,1.09994,292.641
-29,19,0.016793,  nan,-4.929542,-5.20423,-4.9319,-1799.29,0.008036,  nan,0.692582,0.938955,1.03768,252.793
-27,19,0.033723,  nan,-5.226848,-5.48567,-5.3473,-1907.79,0.017202,  nan,0.47574,0.811881,0.845557,173.645
-25,19,0.047034,  nan,-5.393956,-5.41159,-5.6652,-1968.78,0.025603,  nan,0.247979,0.713032,0.750441,90.5124
-23,19,  nan,  nan,-5.294101,-5.11657,-5.5244,-1932.34,  nan,  nan,0.524945,0.900936,0.906107,191.605
-21,19,0.072318,  nan,-5.093859,-4.85732,-5.328,-1859.25,0.041953,  nan,0.779537,1.13074,1.04065,284.531
-19,19,  nan,  nan,-4.763416,-4.4507,-4.8539,-1738.63,  nan,  nan,0.889287,1.22698,1.09225,324.59
-17,19,  nan,  nan,-4.470534,-4.2094,-5.5755,-1631.75,  nan,  nan,0.978181,1.29469,1.14483,357.036
-15,19,  nan,  nan,-4.255708,-4.0233,-4.8648,-1553.33,  nan,  nan,1.06167,1.43348,1.15176,387.511
-13,19,0.021782,-89.26,-4.169903,-4.195,-4.0187,-1522.01,0.111561,182.2,1.13603,1.66907,1.18728,414.653
-11,19,-0.020879,-158.01,-3.884053,-3.6088,-4.4454,-1417.68,0.110412,177.362,1.10237,1.34437,1.20196,402.366
-9,19,-0.020693,-170.16,-3.913714,-3.7031,-4.3889,-1428.49,0.086534,142.973,1.08686,1.34735,1.13557,396.704
-7,19,-0.044417,-210.45,-3.838793,-3.989,-3.7014,-1401.16,0.09104,149.116,1.05393,1.36106,1.18373,384.684
-5,19,-0.067031,-236.94,-3.694133,-3.9354,-3.327,-1348.36,0.074033,117.515,1.07963,1.28528,1.15518,394.065
-3,19,-0.023542,-180.37,-3.796797,-3.9294,-3.5508,-1385.83,0.07128,109.42,1.03551,1.29784,1.12198,377.962
-1,19,-0.035124,-214.46,-3.86737,-3.9037,-3.6058,-1411.6,0.090205,135.534,1.03814,1.2913,1.20561,378.923
1,19,-0.034232,-203.9,-4.024958,-4.0918,-3.838,-1469.1,0.078703,116.628,1.04516,1.28217,1.10318,381.483
3,19,-0.047131,-203.67,-4.262499,-4.3717,-4.1487,-1555.81,0.073807,112.342,1.07904,1.32177,1.1626,393.85
5,19,  nan,-218.79,-4.550595,-4.5586,-4.4794,-1660.97,  nan,122.36,1.11502,1.34583,1.23995,406.981
7,19,  nan,  nan,-4.835725,  nan,-4.8241,-1765.03,  nan,  nan,1.12296,  nan,1.31031,409.88
9,19,  nan,  nan,-5.003014,  nan,-4.8237,-1826.1,  nan,  nan,1.18704,  nan,1.29802,433.271
11,19,  nan,  nan,-5.124525,-5.1213,-4.8171,-1870.45,  nan,  nan,1.17149,1.35137,1.26128,427.594
13,19,-0.072773,  nan,-5.367853,-5.898,-5.0443,-1959.28,0.035749,  nan,1.14686,1.31412,1.09302,418.605
15,19,-0.052859,  nan,-5.546058,-5.8428,-5.2096,-2024.3,0.009115,  nan,1.13682,1.34441,1.2589,414.939
17,19,  nan,  nan,-5.684499,-5.83,-5.6483,-2074.83,  nan,  nan,1.17114,1.37709,1.47649,427.467
19,19,  nan,  nan,-5.956808,-5.8725,-5.9077,-2174.25,  nan,  nan,1.21889,1.38081,1.54502,444.893
21,19,  nan,  nan,-6.577871,  nan,  nan,-2400.92,  nan,  nan,1.38627,  nan,  nan,505.987
23,19,  nan,  nan,-6.502695,  nan,  nan,-2373.49,  nan,  nan,1.32446,  nan,  nan,483.429
25,19,  nan,  nan,-6.666318,-6.25084,  nan,-2433.22,  nan,  nan,1.3111,1.22519,  nan,478.551
27,19,  nan,-9.3,-6.926921,-6.67228,-6.588,-2528.34,  nan,60.5246,1.30201,1.18133,1.74232,475.235
29,19,  nan,-56.8,-7.285463,-7.6125,-6.6774,-2658.82,  nan,62.4286,1.29562,1.20068,1.81675,442.529
43,19,0.149835,-368.514,-12.408844,-18.3949,-7.7538,-1288.487,0.142378,57.3256,0.862254,1.01659,1.23739,105.439
45,19,-0.577508,-509.395,-12.816428,-19.0313,-7.3771,-1857.388,0.051279,75.0815,0.992022,1.11801,1.41962,183.294
47,19,-0.71594,-501.1153,-13.571841,-19.881,-7.5,-1861.222,0.007792,83.0969,1.12314,1.21148,1.60614,209.492
49,19,-0.001561,-398.471,-14.645456,-21.6933,-7.91271,-925.69392,0.254717,69.0225,1.2473,1.43479,1.78659,55.3842
51,19,-0.637782,-423.897,-17.252894,-25.2445,-9.68977,-1724.063,0.071473,71.1668,1.53392,1.6947,2.37029,199.842
-33,21,  nan,  nan,-4.709628,-4.97024,-4.5045,-1578.51,  nan,  nan,0.783182,1.07243,1.04464,216.625
-31,21,  nan,  nan,-5.116811,-5.18075,-5.2166,-1797.41,  nan,  nan,0.759214,1.03546,1.05566,233.967
-29,21,  nan,  nan,-5.179242,-5.30791,-5.3659,-1890.41,  nan,  nan,0.667666,0.934765,1.00212,243.698
-27,21,  nan,  nan,-5.307349,-5.40658,-5.5057,-1937.19,  nan,  nan,0.530722,0.798923,0.90634,193.714
-25,21,0.046207,  nan,-5.302184,-5.23526,-5.5084,-1935.31,0.029118,  nan,0.457,0.767344,0.861914,166.805
-23,21,0.057976,  nan,-5.175097,-4.96355,-5.2449,-1888.91,0.037045,  nan,0.593821,0.905213,0.936762,216.745
