lat, lon, mat_anm_mean, mat_se_mean, mat_tstat,mat_sig, mat_sig_val,mat_npts
   61.000000,     9.000000,         4.6705,         0.5923,         7.8856,         1.0000,         4.6705,     4
   63.000000,     9.000000,        -0.0765,         1.1362,        -0.0673,         0.0000,         0.0000,     2
   -5.000000,    11.000000,        -4.6000,         1.6069,        -2.8627,        -1.0000,        -4.6000,     1
    3.000000,    11.000000,        -0.6000,         2.0408,        -0.2940,         0.0000,         0.0000,     1
   13.000000,    11.000000,        -0.1000,         0.8977,        -0.1114,         0.0000,         0.0000,     3
   25.000000,    11.000000,         5.3500,         0.8167,         6.5506,         1.0000,         5.3500,     2
   45.000000,    11.000000,         1.0964,         0.6915,         1.5855,         0.0000,         0.0000,     5
   47.000000,    11.000000,         0.5383,         0.9039,         0.5956,         0.0000,         0.0000,     3
   49.000000,    11.000000,         1.5105,         1.0500,         1.4386,         0.0000,         0.0000,     2
   51.000000,    11.000000,         1.3897,         0.6437,         2.1588,         1.0000,         1.3897,     6
   53.000000,    11.000000,         1.4447,         0.6380,         2.2644,         1.0000,         1.4447,     6
   55.000000,    11.000000,         1.9612,         0.7157,         2.7404,         1.0000,         1.9612,     4
   59.000000,    11.000000,         3.3255,         0.4952,         6.7155,         1.0000,         3.3255,     7
   63.000000,    11.000000,         2.7508,         0.7764,         3.5431,         1.0000,         2.7508,     4
   65.000000,    11.000000,         1.8347,         0.7052,         2.6017,         1.0000,         1.8347,     4
   -5.000000,    13.000000,        -3.0000,         1.5306,        -1.9600,         0.0000,         0.0000,     1
   13.000000,    13.000000,         2.1000,         1.8112,         1.1595,         0.0000,         0.0000,     1
   19.000000,    13.000000,         2.1333,         0.5824,         3.6629,         1.0000,         2.1333,     3
   43.000000,    13.000000,        -0.8434,         0.5579,        -1.5117,         0.0000,         0.0000,     9
   45.000000,    13.000000,        -0.8855,         1.0418,        -0.8499,         0.0000,         0.0000,     2
   47.000000,    13.000000,         2.0241,         0.3871,         5.2284,         1.0000,         2.0241,    16
   49.000000,    13.000000,        -0.2720,         1.0922,        -0.2490,         0.0000,         0.0000,     2
   55.000000,    13.000000,         1.6664,         0.5036,         3.3088,         1.0000,         1.6664,     9
   57.000000,    13.000000,         2.0885,         0.7662,         2.7258,         1.0000,         2.0885,     4
   59.000000,    13.000000,         3.1745,         0.5410,         5.8680,         1.0000,         3.1745,     7
   61.000000,    13.000000,         3.2575,         0.9450,         3.4472,         1.0000,         3.2575,     2
   63.000000,    13.000000,         1.6620,         0.6838,         2.4306,         1.0000,         1.6620,     5
   67.000000,    13.000000,         0.4000,         1.8000,         0.2222,         0.0000,         0.0000,     1
   69.000000,    13.000000,        -0.6580,         0.8304,        -0.7924,         0.0000,         0.0000,     3
   -5.000000,    15.000000,        -1.3000,         2.2449,        -0.5791,         0.0000,         0.0000,     1
   -3.000000,    15.000000,         0.0000,         1.9898,         0.0000,         0.0000,         0.0000,     1
   41.000000,    15.000000,        -0.9167,         0.9181,        -0.9985,         0.0000,         0.0000,     3
   45.000000,    15.000000,         0.6715,         1.0179,         0.6597,         0.0000,         0.0000,     2
   47.000000,    15.000000,         0.2000,         1.0204,         0.1960,         0.0000,         0.0000,     1
   49.000000,    15.000000,        -0.1392,         0.3459,        -0.4025,         0.0000,         0.0000,    20
   53.000000,    15.000000,         0.0933,         0.9277,         0.1006,         0.0000,         0.0000,     3
   55.000000,    15.000000,        -1.3567,         0.7821,        -1.7347,         0.0000,         0.0000,     4
   57.000000,    15.000000,         1.2683,         0.4273,         2.9679,         1.0000,         1.2683,    13
   59.000000,    15.000000,         2.6727,         0.5419,         4.9317,         1.0000,         2.6727,     7
   61.000000,    15.000000,         5.2821,         0.4847,        10.8977,         1.0000,         5.2821,     1
   63.000000,    15.000000,         1.3186,         0.4510,         2.9235,         1.0000,         1.3186,    10
   65.000000,    15.000000,         1.8975,         1.0500,         1.8071,         0.0000,         0.0000,     2
   79.000000,    15.000000,         0.1940,         1.6069,         0.1207,         0.0000,         0.0000,     1
  -23.000000,    17.000000,        -1.3000,         1.4031,        -0.9265,         0.0000,         0.0000,     1
   21.000000,    17.000000,        -6.1000,         1.2245,        -4.9816,        -1.0000,        -6.1000,     1
   23.000000,    17.000000,         4.2000,         1.2245,         3.4300,         1.0000,         4.2000,     1
   43.000000,    17.000000,        -1.0616,         0.7018,        -1.5127,         0.0000,         0.0000,     5
   47.000000,    17.000000,        -2.1870,         1.0179,        -2.1485,        -1.0000,        -2.1870,     2
   49.000000,    17.000000,        -1.8744,         0.6825,        -2.7462,        -1.0000,        -1.8744,     5
   51.000000,    17.000000,         2.1367,         0.9277,         2.3031,         1.0000,         2.1367,     3
   53.000000,    17.000000,         0.5084,         0.4336,         1.1726,         0.0000,         0.0000,    12
   55.000000,    17.000000,         0.7087,         0.6387,         1.1095,         0.0000,         0.0000,     6
   57.000000,    17.000000,         1.6140,         1.1730,         1.3760,         0.0000,         0.0000,     2
   59.000000,    17.000000,         1.2133,         0.9582,         1.2663,         0.0000,         0.0000,     3
   61.000000,    17.000000,         6.4535,         0.4847,        13.3144,         1.0000,         6.4535,     1
   63.000000,    17.000000,         0.6895,         0.7943,         0.8680,         0.0000,         0.0000,     4
   69.000000,    17.000000,        -1.4407,         0.8771,        -1.6424,         0.0000,         0.0000,     3
  -35.000000,    19.000000,         6.9000,         0.8673,         7.9557,         1.0000,         6.9000,     1
  -33.000000,    19.000000,         7.5000,         0.8163,         9.1878,         1.0000,         7.5000,     1
   23.000000,    19.000000,         5.1000,         0.7143,         7.1399,         1.0000,         5.1000,     1
   47.000000,    19.000000,        -2.2463,         0.7972,        -2.8178,        -1.0000,        -2.2463,     4
   49.000000,    19.000000,        -0.3988,         0.4938,        -0.8076,         0.0000,         0.0000,    10
   51.000000,    19.000000,        -0.2975,         0.7146,        -0.4163,         0.0000,         0.0000,     4
   53.000000,    19.000000,        -0.1878,         0.6520,        -0.2880,         0.0000,         0.0000,     5
   55.000000,    19.000000,         0.4805,         0.7681,         0.6256,         0.0000,         0.0000,     4
   57.000000,    19.000000,         2.4150,         1.1823,         2.0426,         1.0000,         2.4150,     2
   63.000000,    19.000000,         1.2887,         0.7218,         1.7854,         0.0000,         0.0000,     4
   65.000000,    19.000000,         0.2300,         1.6069,         0.1431,         0.0000,         0.0000,     1
   69.000000,    19.000000,         0.3385,         0.8394,         0.4032,         0.0000,         0.0000,     4
   75.000000,    19.000000,         5.4730,         1.6069,         3.4059,         1.0000,         5.4730,     1
   81.000000,    19.000000,         3.8090,         1.6069,         2.3704,         1.0000,         3.8090,     1
   39.000000,    21.000000,        -0.8213,         0.5562,        -1.4766,         0.0000,         0.0000,     8
   41.000000,    21.000000,        -2.0370,         0.5686,        -3.5825,        -1.0000,        -2.0370,     8
   45.000000,    21.000000,        -0.3280,         0.9518,        -0.3446,         0.0000,         0.0000,     2
   49.000000,    21.000000,         1.5727,         0.4543,         3.4617,         1.0000,         1.5727,    11
   51.000000,    21.000000,        -0.4934,         0.5329,        -0.9260,         0.0000,         0.0000,     9
   53.000000,    21.000000,         0.9089,         0.5214,         1.7433,         0.0000,         0.0000,     9
   55.000000,    21.000000,        -2.6500,         1.6069,        -1.6491,         0.0000,         0.0000,     1
   57.000000,    21.000000,        -0.3680,         1.0666,        -0.3450,         0.0000,         0.0000,     2
   63.000000,    21.000000,         0.9500,         1.6069,         0.5912,         0.0000,         0.0000,     1
   67.000000,    21.000000,         0.5820,         0.9181,         0.6339,         0.0000,         0.0000,     3
   69.000000,    21.000000,         1.4698,         0.6560,         2.2406,         1.0000,         1.4698,     6
  -33.000000,    23.000000,         6.8000,         1.4031,         4.8464,         1.0000,         6.8000,     1
   37.000000,    23.000000,        -4.8000,         1.6069,        -2.9871,        -1.0000,        -4.8000,     1
   39.000000,    23.000000,        -4.1292,         0.6472,        -6.3801,        -1.0000,        -4.1292,     6
   41.000000,    23.000000,         5.9300,         0.9277,         6.3918,         1.0000,         5.9300,     3
   43.000000,    23.000000,         1.8638,         0.6192,         3.0102,         1.0000,         1.8638,     6
   45.000000,    23.000000,         2.2690,         0.8947,         2.5359,         1.0000,         2.2690,     3
   47.000000,    23.000000,        -2.3725,         0.9318,        -2.5461,        -1.0000,        -2.3725,     2
   49.000000,    23.000000,        -0.1603,         0.6042,        -0.2654,         0.0000,         0.0000,     6
   51.000000,    23.000000,         0.6931,         0.5442,         1.2736,         0.0000,         0.0000,     7
   53.000000,    23.000000,         1.4645,         1.1454,         1.2786,         0.0000,         0.0000,     2
   55.000000,    23.000000,         1.6880,         1.1184,         1.5093,         0.0000,         0.0000,     2
   59.000000,    23.000000,        -0.4426,         0.4988,        -0.8872,         0.0000,         0.0000,     9
   61.000000,    23.000000,         3.6273,         0.7365,         4.9248,         1.0000,         3.6273,     4
   63.000000,    23.000000,         1.0048,         0.6266,         1.6036,         0.0000,         0.0000,     6
   69.000000,    23.000000,         0.4938,         0.7507,         0.6578,         0.0000,         0.0000,     5
  -31.000000,    25.000000,        -0.4000,         1.5561,        -0.2571,         0.0000,         0.0000,     1
   35.000000,    25.000000,        -3.7900,         1.6069,        -2.3586,        -1.0000,        -3.7900,     1
   41.000000,    25.000000,        -0.6988,         0.7034,        -0.9935,         0.0000,         0.0000,     5
   43.000000,    25.000000,         1.6300,         0.7172,         2.2729,         1.0000,         1.6300,     3
   47.000000,    25.000000,        -0.4808,         0.6429,        -0.7479,         0.0000,         0.0000,     5
   49.000000,    25.000000,         0.2743,         0.6007,         0.4567,         0.0000,         0.0000,     6
   51.000000,    25.000000,        -0.0865,         0.3463,        -0.2498,         0.0000,         0.0000,    18
   53.000000,    25.000000,        -0.9650,         1.0101,        -0.9553,         0.0000,         0.0000,     2
   55.000000,    25.000000,         0.3715,         0.7941,         0.4678,         0.0000,         0.0000,     4
   59.000000,    25.000000,         1.1267,         0.2905,         3.8784,         1.0000,         1.1267,    24
   61.000000,    25.000000,         1.4124,         0.3435,         4.1118,         1.0000,         1.4124,    19
   67.000000,    25.000000,        -0.3055,         0.5532,        -0.5522,         0.0000,         0.0000,     8
  -11.000000,    27.000000,         2.8000,         0.9694,         2.8884,         1.0000,         2.8000,     1
   19.000000,    27.000000,         0.6500,         1.0981,         0.5919,         0.0000,         0.0000,     2
   43.000000,    27.000000,         0.2525,         0.6560,         0.3849,         0.0000,         0.0000,     6
   45.000000,    27.000000,         1.1453,         0.7143,         1.6032,         0.0000,         0.0000,     4
   51.000000,    27.000000,        -0.3300,         0.7254,        -0.4549,         0.0000,         0.0000,     4
   53.000000,    27.000000,        -1.1450,         0.6930,        -1.6523,         0.0000,         0.0000,     4
   55.000000,    27.000000,        -2.5275,         0.7551,        -3.3471,        -1.0000,        -2.5275,     4
   57.000000,    27.000000,         1.4676,         0.3711,         3.9552,         1.0000,         1.4676,    14
   59.000000,    27.000000,         1.5177,         0.2742,         5.5353,         1.0000,         1.5177,    27
   61.000000,    27.000000,         1.0980,         0.5814,         1.8886,         0.0000,         0.0000,     5
   63.000000,    27.000000,         0.5553,         0.4722,         1.1759,         0.0000,         0.0000,    10
   65.000000,    27.000000,         0.9284,         0.7587,         1.2237,         0.0000,         0.0000,     5
   69.000000,    27.000000,         0.0603,         0.6233,         0.0968,         0.0000,         0.0000,     6
   71.000000,    27.000000,         0.0407,         0.9277,         0.0438,         0.0000,         0.0000,     3
  -29.000000,    29.000000,         2.7000,         2.6276,         1.0276,         0.0000,         0.0000,     1
  -25.000000,    29.000000,         3.1000,         1.2115,         2.5589,         1.0000,         3.1000,     3
   -5.000000,    29.000000,        -1.9454,         0.5946,        -3.2717,        -1.0000,        -1.9454,     9
   -3.000000,    29.000000,        -2.0548,         0.2720,        -7.5543,        -1.0000,        -2.0548,    26
   -1.000000,    29.000000,        -0.7500,         0.8412,        -0.8916,         0.0000,         0.0000,     3
    1.000000,    29.000000,         4.9500,         0.7236,         6.8412,         1.0000,         4.9500,     2
   21.000000,    29.000000,         1.6000,         2.4235,         0.6602,         0.0000,         0.0000,     1
   37.000000,    29.000000,        -1.8617,         0.6560,        -2.8378,        -1.0000,        -1.8617,     6
   43.000000,    29.000000,        -0.4661,         0.5627,        -0.8284,         0.0000,         0.0000,     8
   49.000000,    29.000000,         0.3085,         1.2106,         0.2548,         0.0000,         0.0000,     2
   51.000000,    29.000000,        -0.8780,         0.6620,        -1.3263,         0.0000,         0.0000,     5
   53.000000,    29.000000,         0.7000,         0.7280,         0.9615,         0.0000,         0.0000,     3
   55.000000,    29.000000,        -0.0900,         0.6986,        -0.1288,         0.0000,         0.0000,     5
   57.000000,    29.000000,         0.8110,         0.7124,         1.1385,         0.0000,         0.0000,     3
   59.000000,    29.000000,         4.1000,         1.4796,         2.7710,         1.0000,         4.1000,     1
   61.000000,    29.000000,         0.7097,         0.5117,         1.3871,         0.0000,         0.0000,     8
   65.000000,    29.000000,        -0.0902,         0.6915,        -0.1304,         0.0000,         0.0000,     5
   67.000000,    29.000000,         1.5219,         0.5962,         2.5525,         1.0000,         1.5219,     7
   69.000000,    29.000000,         0.3765,         0.8337,         0.4516,         0.0000,         0.0000,     4
   71.000000,    29.000000,         0.2828,         0.6706,         0.4217,         0.0000,         0.0000,     6
  -23.000000,    31.000000,         4.6000,         1.4286,         3.2199,         1.0000,         4.6000,     1
   -9.000000,    31.000000,        -1.6907,         0.9351,        -1.8080,         0.0000,         0.0000,     3
   -3.000000,    31.000000,        -2.5292,         0.6577,        -3.8453,        -1.0000,        -2.5292,     6
    1.000000,    31.000000,        -4.7625,         1.0206,        -4.6663,        -1.0000,        -4.7625,     2
   37.000000,    31.000000,        -1.7603,         0.9277,        -1.8974,         0.0000,         0.0000,     3
   39.000000,    31.000000,        -0.2700,         1.1362,        -0.2376,         0.0000,         0.0000,     2
   41.000000,    31.000000,         1.2300,         1.6069,         0.7654,         0.0000,         0.0000,     1
   49.000000,    31.000000,         1.0308,         0.8267,         1.2468,         0.0000,         0.0000,     4
   55.000000,    31.000000,         0.1968,         0.6048,         0.3255,         0.0000,         0.0000,     6
   57.000000,    31.000000,         0.2050,         1.0583,         0.1937,         0.0000,         0.0000,     2
   59.000000,    31.000000,         1.6700,         0.5834,         2.8624,         1.0000,         1.6700,     5
   61.000000,    31.000000,         0.6862,         0.4389,         1.5634,         0.0000,         0.0000,    10
   63.000000,    31.000000,         1.2770,         0.9254,         1.3799,         0.0000,         0.0000,     2
   65.000000,    31.000000,         0.7005,         0.5361,         1.3066,         0.0000,         0.0000,     8
   67.000000,    31.000000,         0.6440,         0.7054,         0.9130,         0.0000,         0.0000,     5
   71.000000,    31.000000,         0.0630,         0.8337,         0.0756,         0.0000,         0.0000,     4
  -29.000000,    33.000000,         4.3000,         1.2755,         3.3712,         1.0000,         4.3000,     1
   -9.000000,    33.000000,        -2.5312,         1.0780,        -2.3480,        -1.0000,        -2.5312,     4
    1.000000,    33.000000,        -0.3000,         0.6888,        -0.4355,         0.0000,         0.0000,     1
   37.000000,    33.000000,         2.4800,         1.6069,         1.5433,         0.0000,         0.0000,     1
   41.000000,    33.000000,         0.0200,         1.6069,         0.0124,         0.0000,         0.0000,     1
   47.000000,    33.000000,        -2.9000,         1.1545,        -2.5118,        -1.0000,        -2.9000,     2
   57.000000,    33.000000,        -0.2200,         0.8814,        -0.2496,         0.0000,         0.0000,     3
   61.000000,    33.000000,         0.0504,         0.4874,         0.1035,         0.0000,         0.0000,     9
   63.000000,    33.000000,         0.8122,         0.4913,         1.6532,         0.0000,         0.0000,     9
   65.000000,    33.000000,         0.4563,         0.4494,         1.0154,         0.0000,         0.0000,     9
   67.000000,    33.000000,         1.2600,         1.6069,         0.7841,         0.0000,         0.0000,     1
   69.000000,    33.000000,         0.5600,         1.6069,         0.3485,         0.0000,         0.0000,     1
    1.000000,    35.000000,         6.1872,         0.3587,        17.2500,         1.0000,         6.1872,    12
   51.000000,    35.000000,         1.7250,         0.6829,         2.5261,         1.0000,         1.7250,     4
   53.000000,    35.000000,         2.0543,         0.9334,         2.2010,         1.0000,         2.0543,     3
   57.000000,    35.000000,         1.5703,         0.5199,         3.0206,         1.0000,         1.5703,     6
   61.000000,    35.000000,        -0.4981,         0.5612,        -0.8876,         0.0000,         0.0000,     7
   63.000000,    35.000000,         0.2900,         0.5104,         0.5682,         0.0000,         0.0000,     8
   65.000000,    35.000000,         0.1100,         1.6069,         0.0685,         0.0000,         0.0000,     1
   69.000000,    35.000000,        -0.0500,         1.2451,        -0.0402,         0.0000,         0.0000,     2
   -1.000000,    37.000000,         4.4260,         0.4138,        10.6963,         1.0000,         4.4260,     4
    1.000000,    37.000000,         1.3312,         0.6905,         1.9277,         0.0000,         0.0000,     6
   35.000000,    37.000000,        -3.6903,         0.9277,        -3.9777,        -1.0000,        -3.6903,     3
   41.000000,    37.000000,         1.0700,         1.6069,         0.6659,         0.0000,         0.0000,     1
   49.000000,    37.000000,         1.4000,         1.5561,         0.8997,         0.0000,         0.0000,     1
   57.000000,    37.000000,         2.2448,         0.6010,         3.7349,         1.0000,         2.2448,     5
   61.000000,    37.000000,        -0.7950,         1.0922,        -0.7279,         0.0000,         0.0000,     2
   63.000000,    37.000000,         0.7060,         0.6846,         1.0312,         0.0000,         0.0000,     5
   67.000000,    37.000000,        -1.7200,         1.6069,        -1.0704,         0.0000,         0.0000,     1
    7.000000,    39.000000,         5.3742,         0.5510,         9.7538,         1.0000,         5.3742,     8
   53.000000,    39.000000,        -1.7000,         0.9130,        -1.8620,         0.0000,         0.0000,     2
   57.000000,    39.000000,         1.7943,         0.3816,         4.7019,         1.0000,         1.7943,    12
   59.000000,    39.000000,        -3.0300,         1.6069,        -1.8856,         0.0000,         0.0000,     1
   61.000000,    39.000000,         0.1167,         0.8085,         0.1443,         0.0000,         0.0000,     3
   35.000000,    41.000000,        -2.2400,         1.6069,        -1.3940,         0.0000,         0.0000,     1
   43.000000,    41.000000,         2.4090,         0.4073,         5.9140,         1.0000,         2.4090,    10
   57.000000,    41.000000,         2.1480,         0.5138,         4.1804,         1.0000,         2.1480,     6
   39.000000,    43.000000,        -3.8900,         1.6069,        -2.4208,        -1.0000,        -3.8900,     1
   63.000000,    43.000000,        -0.0550,         0.7701,        -0.0714,         0.0000,         0.0000,     3
   65.000000,    43.000000,         4.3000,         1.0714,         4.0134,         1.0000,         4.3000,     1
   37.000000,    45.000000,         2.5100,         1.6069,         1.5620,         0.0000,         0.0000,     1
   41.000000,    45.000000,        -6.7000,         1.0459,        -6.4060,        -1.0000,        -6.7000,     1
  -19.000000,    47.000000,         4.6333,         0.6326,         7.3246,         1.0000,         4.6333,     3
   35.000000,    47.000000,        -2.9510,         0.8947,        -3.2981,        -1.0000,        -2.9510,     3
   41.000000,    47.000000,         2.3000,         0.5612,         4.0984,         1.0000,         2.3000,     1
   47.000000,    47.000000,        -1.7000,         0.9694,        -1.7537,         0.0000,         0.0000,     1
  -19.000000,    49.000000,         0.8000,         0.8673,         0.9224,         0.0000,         0.0000,     1
   49.000000,    49.000000,        -0.4450,         1.1362,        -0.3916,         0.0000,         0.0000,     2
   55.000000,    49.000000,         0.1293,         0.6298,         0.2054,         0.0000,         0.0000,     3
   67.000000,    53.000000,        -0.2927,         0.9209,        -0.3178,         0.0000,         0.0000,     3
   55.000000,    55.000000,        -0.2750,         1.1362,        -0.2420,         0.0000,         0.0000,     2
   57.000000,    57.000000,         0.1335,         0.5297,         0.2520,         0.0000,         0.0000,     6
   55.000000,    59.000000,         0.8882,         0.5744,         1.5463,         0.0000,         0.0000,     5
   47.000000,    61.000000,        -0.3073,         0.7045,        -0.4362,         0.0000,         0.0000,     3
   57.000000,    61.000000,         2.1940,         0.5451,         4.0249,         1.0000,         2.1940,     4
   55.000000,    63.000000,        -4.8000,         1.2755,        -3.7632,        -1.0000,        -4.8000,     1
   63.000000,    65.000000,        -1.5384,         0.7049,        -2.1824,        -1.0000,        -1.5384,     5
   65.000000,    65.000000,         2.8177,         0.6368,         4.4249,         1.0000,         2.8177,     3
   67.000000,    67.000000,         0.9000,         2.0918,         0.4303,         0.0000,         0.0000,     1
   69.000000,    67.000000,        -0.7000,         1.8878,        -0.3708,         0.0000,         0.0000,     1
   71.000000,    67.000000,         1.7000,         0.7908,         2.1497,         1.0000,         1.7000,     1
   59.000000,    69.000000,        -1.0202,         0.5716,        -1.7848,         0.0000,         0.0000,     6
   61.000000,    69.000000,         2.6000,         0.6122,         4.2470,         1.0000,         2.6000,     1
   67.000000,    69.000000,        -0.9683,         0.7282,        -1.3298,         0.0000,         0.0000,     3
   53.000000,    71.000000,         2.2000,         0.9980,         2.2044,         1.0000,         2.2000,     2
   67.000000,    71.000000,        -1.9000,         1.2993,        -1.4623,         0.0000,         0.0000,     2
   69.000000,    71.000000,         1.6750,         0.6832,         2.4517,         1.0000,         1.6750,     4
   61.000000,    73.000000,        -1.7214,         0.6871,        -2.5052,        -1.0000,        -1.7214,     5
   41.000000,    75.000000,         4.3500,         0.8389,         5.1856,         1.0000,         4.3500,     2
   49.000000,    75.000000,        -0.5000,         0.9071,        -0.5512,         0.0000,         0.0000,     2
   55.000000,    77.000000,         2.5500,         0.9588,         2.6597,         1.0000,         2.5500,     2
   59.000000,    77.000000,         0.3000,         0.9702,         0.3092,         0.0000,         0.0000,     2
   61.000000,    77.000000,        -1.3333,         0.5558,        -2.3988,        -1.0000,        -1.3333,     6
   33.000000,    79.000000,        -0.4000,         1.0204,        -0.3920,         0.0000,         0.0000,     1
   37.000000,    79.000000,        -1.0000,         1.9898,        -0.5026,         0.0000,         0.0000,     1
   57.000000,    79.000000,        -4.2500,         1.2383,        -3.4321,        -1.0000,        -4.2500,     2
   61.000000,    79.000000,        -1.9833,         0.6430,        -3.0845,        -1.0000,        -1.9833,     6
   65.000000,    79.000000,        -1.2000,         1.6611,        -0.7224,         0.0000,         0.0000,     2
   67.000000,    79.000000,         3.1500,         1.1613,         2.7124,         1.0000,         3.1500,     2
   33.000000,    81.000000,         0.1000,         1.8878,         0.0530,         0.0000,         0.0000,     1
   35.000000,    81.000000,        -3.1000,         1.8878,        -1.6421,         0.0000,         0.0000,     1
   37.000000,    81.000000,        -3.9000,         1.5561,        -2.5063,        -1.0000,        -3.9000,     1
   51.000000,    81.000000,        -1.0000,         1.2127,        -0.8246,         0.0000,         0.0000,     2
   55.000000,    81.000000,        -0.7833,         0.6469,        -1.2109,         0.0000,         0.0000,     6
   43.000000,    83.000000,         0.1000,         1.8112,         0.0552,         0.0000,         0.0000,     1
   45.000000,    83.000000,         2.9000,         0.7653,         3.7894,         1.0000,         2.9000,     1
   55.000000,    83.000000,        -1.6500,         0.7701,        -2.1426,        -1.0000,        -1.6500,     2
   57.000000,    83.000000,        -2.6500,         1.4163,        -1.8711,         0.0000,         0.0000,     2
   59.000000,    83.000000,        -2.5000,         1.4112,        -1.7716,         0.0000,         0.0000,     2
   71.000000,    83.000000,        -1.5000,         0.6892,        -2.1764,        -1.0000,        -1.5000,     2
   29.000000,    85.000000,        -3.3000,         1.7857,        -1.8480,         0.0000,         0.0000,     1
   31.000000,    85.000000,         1.0500,         1.0240,         1.0254,         0.0000,         0.0000,     2
   45.000000,    85.000000,        -2.0000,         2.0918,        -0.9561,         0.0000,         0.0000,     1
   57.000000,    85.000000,        -3.4750,         0.7389,        -4.7032,        -1.0000,        -3.4750,     4
   59.000000,    85.000000,        -2.1000,         0.6332,        -3.3167,        -1.0000,        -2.1000,     6
   69.000000,    85.000000,         0.6000,         1.1321,         0.5300,         0.0000,         0.0000,     2
   43.000000,    87.000000,        -0.2000,         1.0487,        -0.1907,         0.0000,         0.0000,     2
   47.000000,    87.000000,        -4.1000,         1.4541,        -2.8196,        -1.0000,        -4.1000,     1
   49.000000,    87.000000,        -2.1500,         1.1730,        -1.8328,         0.0000,         0.0000,     2
   61.000000,    87.000000,        -0.1833,         0.5516,        -0.3324,         0.0000,         0.0000,     6
   67.000000,    87.000000,        -0.3500,         1.1534,        -0.3034,         0.0000,         0.0000,     2
   69.000000,    87.000000,         1.6500,         0.9127,         1.8078,         0.0000,         0.0000,     4
   31.000000,    89.000000,         3.5000,         1.6327,         2.1437,         1.0000,         3.5000,     1
   37.000000,    89.000000,        -5.6000,         1.0459,        -5.3542,        -1.0000,        -5.6000,     1
   49.000000,    89.000000,         0.5750,         0.5170,         1.1122,         0.0000,         0.0000,     8
   57.000000,    89.000000,        -2.4500,         1.5258,        -1.6057,         0.0000,         0.0000,     2
   61.000000,    89.000000,         0.0000,         1.0861,         0.0000,         0.0000,         0.0000,     2
   41.000000,    91.000000,         2.8000,         1.4286,         1.9600,         0.0000,         0.0000,     1
   49.000000,    91.000000,         4.8000,         0.6199,         7.7436,         1.0000,         4.8000,     4
   61.000000,    91.000000,        -2.9000,         0.8053,        -3.6009,        -1.0000,        -2.9000,     4
   35.000000,    93.000000,         0.8000,         1.0714,         0.7467,         0.0000,         0.0000,     1
   59.000000,    93.000000,        -3.3000,         1.1403,        -2.8939,        -1.0000,        -3.3000,     2
   51.000000,    95.000000,         4.6500,         1.0409,         4.4671,         1.0000,         4.6500,     2
   39.000000,    97.000000,         3.1000,         1.4541,         2.1319,         1.0000,         3.1000,     1
   27.000000,    99.000000,         3.4000,         1.5561,         2.1849,         1.0000,         3.4000,     1
   37.000000,    99.000000,         0.7000,         0.5612,         1.2473,         0.0000,         0.0000,     1
   49.000000,    99.000000,         5.5333,         0.4218,        13.1180,         1.0000,         5.5333,     9
   51.000000,    99.000000,         4.0000,         1.0116,         3.9542,         1.0000,         4.0000,     2
   71.000000,    99.000000,         2.7500,         1.4186,         1.9385,         0.0000,         0.0000,     2
   23.000000,   101.000000,        -7.0000,         1.0969,        -6.3816,        -1.0000,        -7.0000,     1
   25.000000,   101.000000,        -4.6000,         1.9898,        -2.3118,        -1.0000,        -4.6000,     1
   27.000000,   101.000000,         0.4000,         1.6069,         0.2489,         0.0000,         0.0000,     1
   33.000000,   101.000000,        -1.6000,         0.7576,        -2.1119,        -1.0000,        -1.6000,     2
   37.000000,   101.000000,         0.0000,         0.8929,         0.0000,         0.0000,         0.0000,     1
   47.000000,   101.000000,         5.4500,         0.7880,         6.9167,         1.0000,         5.4500,     2
   51.000000,   101.000000,        -0.7000,         1.3620,        -0.5140,         0.0000,         0.0000,     2
   27.000000,   103.000000,        -2.3000,         1.8622,        -1.2351,         0.0000,         0.0000,     1
   33.000000,   103.000000,        -0.3500,         1.1190,        -0.3128,         0.0000,         0.0000,     2
   49.000000,   103.000000,         1.5500,         0.7932,         1.9541,         0.0000,         0.0000,     4
   61.000000,   103.000000,        -0.2000,         1.2709,        -0.1574,         0.0000,         0.0000,     2
   35.000000,   105.000000,        -1.7500,         1.0485,        -1.6691,         0.0000,         0.0000,     2
   35.000000,   107.000000,        -5.2000,         1.7602,        -2.9542,        -1.0000,        -5.2000,     1
   39.000000,   107.000000,         1.8000,         1.1990,         1.5013,         0.0000,         0.0000,     1
   51.000000,   107.000000,         1.6750,         0.8304,         2.0171,         1.0000,         1.6750,     4
   25.000000,   109.000000,        -6.9000,         1.1224,        -6.1475,        -1.0000,        -6.9000,     1
   31.000000,   109.000000,        -0.4000,         1.6069,        -0.2489,         0.0000,         0.0000,     1
   35.000000,   109.000000,        -2.4500,         0.7126,        -3.4380,        -1.0000,        -2.4500,     6
   37.000000,   109.000000,        -3.9500,         1.1076,        -3.5663,        -1.0000,        -3.9500,     2
   39.000000,   109.000000,        -3.8000,         0.8163,        -4.6552,        -1.0000,        -3.8000,     1
   53.000000,   109.000000,        -2.2000,         0.8260,        -2.6636,        -1.0000,        -2.2000,     4
   21.000000,   111.000000,        -0.6000,         1.2915,        -0.4646,         0.0000,         0.0000,     2
   25.000000,   111.000000,        -4.3000,         1.9643,        -2.1891,        -1.0000,        -4.3000,     1
